Id,SalePrice
1461,122658.40021474857
1462,171219.23793643492
1463,184857.16075622552
1464,187870.4183481613
1465,204888.92872811857
1466,168773.58939082184
1467,170998.33085566363
1468,159130.74039277402
1469,207119.99884984895
1470,113701.96862804575
1471,175579.46076061382
1472,100128.79298180326
1473,97678.51058502635
1474,139727.03621234684
1475,95007.9072199938
1476,363480.2481708693
1477,268154.5390001029
1478,296003.09288721526
1479,295565.9251078194
1480,461812.3875317584
1481,323266.0155257892
1482,205875.8169114466
1483,186850.09487089602
1484,156363.23343543976
1485,191142.75966567022
1486,202895.48453230527
1487,336193.782056669
1488,231652.2630605956
1489,207979.06281021194
1490,246757.71707653272
1491,206969.9613462234
1492,94426.3734729261
1493,187317.9577607957
1494,294722.8023453343
1495,286723.80472809286
1496,230323.7856085957
1497,167989.83100263873
1498,165400.77771923787
1499,153211.79363705055
1500,146701.83572671848
1501,195192.10642028716
1502,130927.3165121454
1503,295017.3464288948
1504,232786.77423440947
1505,222200.28519639376
1506,185527.9423416511
1507,256216.27192652115
1508,206965.3986898652
1509,157771.9785851264
1510,152589.3097024073
1511,163247.70185676042
1512,172119.30870367895
1513,148246.88779756532
1514,171157.93246773133
1515,214711.6639866967
1516,168277.59437992555
1517,187144.65942105287
1518,119059.76666705788
1519,227297.84532970324
1520,125040.28705267207
1521,137261.88741927015
1522,192053.46807894477
1523,108886.43410894727
1524,129154.02575220398
1525,124539.39047100754
1526,107948.23686443122
1527,101937.14185004779
1528,134749.201586495
1529,162046.00050040576
1530,207015.5910965741
1531,127328.13954859608
1532,85963.34904677157
1533,160874.8612394229
1534,136930.22010141192
1535,157954.21882055595
1536,103368.4193915952
1537,59387.763261777814
1538,162332.3111646497
1539,212285.89514232753
1540,119862.85698358674
1541,147663.91968388163
1542,150758.47976923242
1543,199648.05194273434
1544,78706.892931809
1545,119823.86253325865
1546,141014.87364251385
1547,148779.44083929478
1548,141833.48206447603
1549,121974.10202577108
1550,143908.98800925972
1551,113672.16251465098
1552,148523.35318552773
1553,164635.16145101906
1554,108308.03567116833
1555,174558.71563050122
1556,66866.49349725356
1557,126472.68939974646
1558,110775.99626713284
1559,66563.49854686728
1560,121628.37650395406
1561,139468.742835789
1562,132845.26857597922
1563,124436.969570469
1564,156226.73407468369
1565,152183.12033073723
1566,245358.5734623682
1567,80135.69900949593
1568,237593.50165110017
1569,156222.09844897818
1570,129880.38531247363
1571,114612.68725895743
1572,147874.76721395343
1573,284482.05479305505
1574,134963.2545235413
1575,236806.7544652551
1576,247481.2500804027
1577,181645.36734763498
1578,151679.65189363263
1579,132832.94998985584
1580,186731.600280361
1581,160052.73135095928
1582,121255.3034761723
1583,290547.52382309514
1584,225124.18666355306
1585,132712.39342189956
1586,57141.76040403558
1587,113534.05940502495
1588,168341.71844750934
1589,112809.08706102215
1590,127039.61911526643
1591,93309.55957682215
1592,128172.10449512396
1593,120546.62341957023
1594,131395.57182803322
1595,114028.1674939882
1596,233705.7120088628
1597,209467.37872788837
1598,213752.26542836428
1599,189006.93471177682
1600,166013.2153210916
1601,56687.91485973455
1602,127203.35738898063
1603,47381.779320492584
1604,271778.4692793924
1605,240146.45431530915
1606,160857.37713326968
1607,171920.81490483152
1608,203947.76987522654
1609,193993.27529317886
1610,158482.28504367353
1611,145456.92052312352
1612,183678.0560369487
1613,169894.68274001573
1614,122486.54864160274
1615,82936.91842050644
1616,67848.96911228169
1617,82101.54774279051
1618,124458.70219284453
1619,150643.22854547467
1620,174848.84297522035
1621,146146.37816042587
1622,144688.27249599175
1623,274906.8716263334
1624,232031.96758836624
1625,128171.27266565285
1626,173864.38524663425
1627,189991.05059207452
1628,284315.32145480684
1629,173049.2007822715
1630,354840.6039666807
1631,236302.16973000238
1632,249181.6966210166
1633,175321.55762057658
1634,185520.69296703924
1635,172697.99007067757
1636,143418.8482280627
1637,201777.49548267043
1638,194011.82565390726
1639,178489.07827175022
1640,247874.8179654783
1641,179017.5371870397
1642,242163.07940648613
1643,223663.45622619716
1644,223442.41066676148
1645,216467.2283753551
1646,153790.4835099083
1647,147812.21556278222
1648,122548.89144456657
1649,132258.61893034476
1650,108046.81864036238
1651,113532.79471792755
1652,99532.33418134712
1653,101297.51182181468
1654,138635.81984250137
1655,117175.74344353445
1656,139521.55604459287
1657,149861.64739516118
1658,150064.38955748512
1659,110154.16748114016
1660,154102.7161069178
1661,418194.0301704911
1662,363089.85215100914
1663,362760.80538284
1664,482444.37572036625
1665,310800.7696428376
1666,333349.0511138137
1667,370584.3130259936
1668,335769.76435249526
1669,298257.97608816274
1670,339233.1640610873
1671,286030.2772884028
1672,395884.1460633541
1673,302123.0289569684
1674,252262.70501822673
1675,209209.30531320238
1676,205085.51531954756
1677,221118.08491246527
1678,464144.185484536
1679,377226.8892551471
1680,317895.0015177284
1681,256438.63797649526
1682,327771.70390668424
1683,192716.07285464086
1684,181343.2367494639
1685,177876.43953594068
1686,154076.652685511
1687,175155.22831328263
1688,196754.34449868268
1689,195147.51984134284
1690,198194.82579473342
1691,184847.8700553753
1692,253620.81844763117
1693,178418.68442335437
1694,174889.82326453636
1695,161367.5122012261
1696,281062.43662456126
1697,161916.9223801115
1698,339029.40178264445
1699,320060.26142628456
1700,273797.04082802247
1701,281720.8940092175
1702,238867.55426938075
1703,232379.86541383137
1704,268939.09781782085
1705,240056.49267436712
1706,376130.8856400515
1707,224421.35264505132
1708,206055.7808840018
1709,251662.67676129087
1710,218840.23894264805
1711,266418.63954896235
1712,260169.32711867592
1713,267685.8523370109
1714,214485.30410355175
1715,204010.46396547553
1716,189097.93544997388
1717,172565.71495545816
1718,146409.4763048353
1719,239861.97479709305
1720,239471.02537195923
1721,165209.85060076285
1722,125988.74808417658
1723,155287.6251931151
1724,217930.5976885999
1725,238718.03897128417
1726,186883.43140701225
1727,144569.56517295438
1728,165971.5224171163
1729,171565.535574183
1730,149983.4171587427
1731,121478.85811014049
1732,131714.79202965423
1733,110704.25729219148
1734,119899.23780887523
1735,111857.99913072673
1736,99346.13018720316
1737,287399.970215276
1738,260800.1399497911
1739,244080.12141538676
1740,225571.11510982702
1741,193858.04724759771
1742,174149.4134707231
1743,171133.2951193109
1744,338844.5312929165
1745,247161.68938704728
1746,180873.071442474
1747,219533.87995761744
1748,217077.95953896845
1749,141389.83787061487
1750,125394.78012824463
1751,236444.17516508474
1752,102902.12588474376
1753,157697.85723918903
1754,189841.46472660473
1755,173497.8071669722
1756,142794.034076
1757,116357.08856220973
1758,141824.18878594934
1759,164022.3407184977
1760,166493.0706924587
1761,162115.14747189393
1762,180188.72414681932
1763,199761.49484032686
1764,108437.02961618245
1765,188931.59142031733
1766,188144.48395615252
1767,233543.98545019387
1768,141932.9954472463
1769,158703.48650760943
1770,161696.99720858817
1771,128890.50455164429
1772,146050.77744781386
1773,117957.08399967183
1774,156831.72435745498
1775,143613.08254147728
1776,135462.63362362172
1777,117004.39989186868
1778,152973.01794139485
1779,141100.3549619808
1780,166934.59688450163
1781,124293.60898947419
1782,76144.7827345598
1783,147000.24084484688
1784,121443.14407330606
1785,130704.81915279318
1786,145495.3758454831
1787,158332.88111863672
1788,74720.84200152961
1789,100656.08100244407
1790,72505.5274991883
1791,198185.49217810723
1792,164920.0409474366
1793,131639.511314096
1794,171043.39464620143
1795,139491.78164877812
1796,135958.1577866128
1797,119539.40472375065
1798,127124.31443753153
1799,104180.37115598329
1800,133485.37866388576
1801,124105.95480186227
1802,123492.6859885484
1803,158908.06287152125
1804,130098.92627686483
1805,132506.04242722073
1806,122013.02671126081
1807,152960.94744722272
1808,132588.29709934304
1809,136429.3554020261
1810,139200.63562601723
1811,109203.85341307693
1812,114188.61928614706
